"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logSalePrice","GarageCars_f","pool_yn","porch_yn","Fence_f","WoodDeckSF_group","OpenPorchSF_group","EnclosedPorch_group","MiscVal_group","X2ndFlrSFDIV1st","TotalBath","BedroomAbvGr4plus","KitchenQual.Fac","KitchenQual.FacNum","TotRmsAbvGrd10plus","FireplaceY","GarageTypeY","GarageCars.Fac","GarageCars3plus","GarageCond.Fac","GarageCond.N","PavedDrive.Fac","PavedDriveY","MSSubClass_group","YearBuilt.b","YearRemodAdd.b","RoofStyleY","RoofMatl.n","Exterior1st.n","Exterior2nd.n","MasVnrType.n","MasVnrArea.b","ExterQual.n","ExterCond.n","Foundation.n","BsmtQual.n","BsmtCond.n","BsmtExposure.n","BsmtFinType1.n","BsmtFinSF1.b","BsmtFinType2.n","BsmtFinSF2.b","BsmtUnfSF.b","TotalBsmtSF.b","Heating.n","HeatingQC.n","CentralAir.n","Electrical.n"
"700",700,120,"FV",59,4282,"Pave","Pave","IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",16,"Unf",0,1375,1391,"GasA","Ex","Y","SBrkr",1391,0,0,1391,0,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2004,"RFn",2,530,"TA","TA","Y",156,158,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",196000,12.1858699382127,"2",0,0,NA,"100-200SF","150-200SF","0-50SF","$0-$200",0,2,2,"Gd",3,5,0,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,9,9,3,0,3,3,3,4,3,2,6,1,1,0,6,6,2,5,1,5
"701",701,20,"RL",85,14331,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",630,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1274,"Unf",0,526,1800,"GasA","Ex","Y","SBrkr",1800,0,0,1800,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"Fin",3,765,"TA","TA","Y",270,78,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",312500,12.6523597481586,"3",0,0,NA,"200-300SF","50-100SF","0-50SF","$0-$200",0,2,3,"Gd",3,7,1,1,"3",4,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,2,3,3,3,3,5,3,4,6,6,1,0,3,8,2,5,1,5
"702",702,20,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1969,1969,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1164,1164,"GasA","TA","Y","SBrkr",1164,0,0,1164,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1969,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"COD","Normal",140000,11.8493977015914,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1.5,3,"TA",2,6,0,1,"2",3,"TA",3,"Y",1,"0-30",3,1,1,2,7,7,2,1,2,3,2,3,3,1,1,0,1,0,5,5,2,3,1,5
"703",703,60,"RL",82,12438,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",466,"Ex","TA","PConc","Ex","Gd","No","Unf",0,"Unf",0,1234,1234,"GasA","Ex","Y","SBrkr",1264,1312,0,2576,0,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,666,"TA","TA","Y",324,100,0,0,0,0,NA,NA,NA,0,7,2006,"New","Partial",361919,12.7991757088645,"3",0,0,NA,"300-400SF","50-100SF","0-50SF","$0-$200",1.0379746835443,2.5,4,"Ex",4,10,1,1,"3",4,"TA",3,"Y",1,"30-60",4,5,1,2,13,14,2,2,4,3,3,5,4,1,1,0,1,0,5,5,2,5,1,5
"704",704,190,"RM",76,7630,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2Story",5,9,1900,1996,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",0,360,360,"GasA","Gd","Y","SBrkr",1032,780,0,1812,0,0,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd",1999,"Unf",2,672,"TA","TA","N",344,0,40,0,0,0,NA,"MnPrv",NA,0,5,2010,"WD","Normal",140000,11.8493977015914,"2",0,0,"MnPrv","300-400SF","0-50SF","0-50SF","$0-$200",0.755813953488372,2,4,"Gd",3,8,1,0,"2",3,"TA",3,"N",0,"90-200",0,4,1,2,14,15,3,0,2,4,1,4,3,1,1,0,1,0,2,2,2,4,1,5
"705",705,20,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",109,"Gd","TA","PConc","Gd","TA","Av","GLQ",712,"Unf",0,761,1473,"GasA","Ex","Y","SBrkr",1484,0,0,1484,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2004,"RFn",2,606,"TA","TA","Y",0,35,0,144,0,0,NA,NA,NA,0,5,2010,"WD","Normal",213000,12.2690474446916,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,3,"Gd",3,7,0,1,"2",3,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,2,1,3,3,3,4,3,3,6,3,1,0,4,6,2,5,1,5
"706",706,190,"RM",70,5600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","CompShg","VinylSd","Wd Shng","None",0,"Fa","Fa","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Fa","N","SBrkr",372,720,0,1092,0,0,2,0,3,2,"Fa",7,"Mod",0,NA,"Detchd",NA,NA,0,0,NA,"TA","N",0,0,0,0,0,0,NA,NA,"Othr",3500,7,2010,"WD","Normal",55000,10.9150884642146,"0",0,0,NA,"0-100SF","0-50SF","0-50SF","> $800",1.93548387096774,2,3,"Fa",1,7,0,0,"0",1,"TA",3,"N",0,"90-200",1,0,1,2,13,16,3,0,1,2,4,0,0,0,0,0,0,0,0,0,2,2,0,5
"707",707,20,"RL",NA,115149,"Pave",NA,"IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,5,1971,2002,"Gable","CompShg","Plywood","Plywood","Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",1219,"Unf",0,424,1643,"GasA","TA","Y","SBrkr",1824,0,0,1824,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1971,"Unf",2,739,"TA","TA","Y",380,48,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",302000,12.618182296357,"2",0,0,NA,"300-400SF","0-50SF","0-50SF","$0-$200",0,2,2,"Gd",3,5,1,1,"2",3,"TA",3,"Y",1,"0-30",3,5,1,2,10,11,4,2,2,3,2,4,3,4,6,5,1,0,2,7,2,3,1,5
"708",708,120,"RL",48,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",863,"Unf",0,461,1324,"GasA","Ex","Y","SBrkr",1324,0,0,1324,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"Fin",2,550,"TA","TA","Y",192,38,0,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal",254000,12.4450895460007,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,2,2,"Gd",3,6,1,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,9,9,2,1,3,3,3,4,3,1,6,4,1,0,2,6,2,5,1,5
"709",709,60,"RL",65,9018,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2007,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,NA,NA,NA,0,7,2007,"New","Partial",179540,12.0981533033107,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",1,2.5,3,"Gd",3,8,1,1,"2",3,"TA",3,"Y",1,"30-60",4,5,1,2,13,14,3,0,3,3,3,4,3,3,1,0,1,0,3,3,2,5,1,5
"710",710,20,"RL",NA,7162,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",41,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,876,876,"GasA","TA","Y","SBrkr",904,0,0,904,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1966,"Unf",1,408,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,12,2008,"WD","Abnorml",109900,11.6073261403917,"1",0,0,"MnPrv","0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,6,0,1,"1",2,"TA",3,"Y",1,"0-30",3,1,1,2,7,7,1,1,2,3,3,3,3,1,1,0,1,0,4,4,2,3,1,5
"711",711,30,"RL",56,4130,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,6,1935,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,270,270,"GasA","Gd","Y","SBrkr",729,0,0,729,0,0,1,0,2,1,"TA",5,"Maj2",0,NA,"Detchd",NA,NA,0,0,NA,"TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",52000,10.8589989975636,"0",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,2,"TA",2,5,0,0,"0",1,"TA",3,"N",0,"0-30",2,5,1,2,13,14,3,0,3,3,2,3,3,1,1,0,1,0,2,2,2,4,1,5
"712",712,50,"C (all)",66,8712,"Pave","Pave","Reg","HLS","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,7,1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Stone","TA","TA","Mn","Unf",0,"Unf",0,859,859,"GasA","Gd","Y","SBrkr",859,319,0,1178,0,0,1,0,2,1,"TA",7,"Typ",0,NA,"Detchd",1964,"RFn",1,384,"TA","TA","N",68,0,98,0,0,0,NA,NA,NA,0,1,2010,"WD","Abnorml",102776,11.5403071417114,"1",0,0,NA,"0-100SF","0-50SF","50-100SF","$0-$200",0.371362048894063,1,2,"TA",2,7,0,0,"1",2,"TA",3,"N",0,"30-60",0,0,1,2,9,9,3,0,2,3,5,3,3,2,1,0,1,0,4,4,2,4,1,5
"713",713,120,"RL",40,4671,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1988,1989,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",767,"Unf",0,461,1228,"GasA","Gd","Y","SBrkr",1228,0,0,1228,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",1988,"Fin",2,472,"TA","TA","Y",168,120,0,0,0,0,NA,NA,NA,0,10,2008,"WD","Normal",189000,12.1495022940418,"2",0,0,NA,"100-200SF","100-150SF","0-50SF","$0-$200",0,2,2,"Gd",3,5,1,1,"2",3,"TA",3,"Y",1,"90-200",3,3,1,2,7,7,3,0,3,3,3,4,3,2,6,4,1,0,2,5,2,4,1,5
"714",714,190,"RL",60,9873,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","2fmCon","1Story",4,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",789,"Unf",0,171,960,"GasW","TA","N","SBrkr",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1970,"Unf",2,576,"TA","TA","Y",0,288,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",129000,11.7675676833438,"2",0,0,NA,"0-100SF","> 200SF","0-50SF","$0-$200",0,1,3,"TA",2,6,0,0,"2",3,"TA",3,"Y",1,"90-200",3,1,1,2,7,7,2,1,2,3,2,3,3,3,5,4,1,0,1,4,3,3,0,5
"715",715,60,"RL",NA,13517,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","2Story",6,8,1976,2005,"Gable","CompShg","HdBoard","Plywood","BrkFace",289,"Gd","TA","CBlock","TA","TA","No","GLQ",533,"Unf",0,192,725,"GasA","Ex","Y","SBrkr",725,754,0,1479,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1976,"RFn",2,475,"TA","TA","Y",0,44,0,0,0,0,NA,NA,NA,0,3,2010,"WD","Normal",130500,11.7791285057449,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",1.04,2.5,3,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"30-60",3,5,1,2,7,11,2,1,3,3,2,3,3,1,6,3,1,0,1,3,2,5,1,5
"716",716,20,"RL",78,10140,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",174,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1064,1064,"GasA","TA","Y","SBrkr",1350,0,0,1350,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1974,"RFn",2,478,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,8,2009,"WD","Normal",165000,12.0137007528827,"2",0,0,"MnPrv","0-100SF","0-50SF","0-50SF","$0-$200",0,2,3,"TA",2,7,1,1,"2",3,"TA",3,"Y",1,"0-30",3,2,1,2,7,7,2,1,2,3,2,4,3,1,1,0,1,0,5,5,2,3,1,5
"717",717,70,"RM",60,10800,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1890,1998,"Gable","CompShg","Wd Sdng","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,718,718,"GasA","Ex","Y","SBrkr",1576,978,0,2554,0,0,1,1,3,1,"TA",8,"Typ",0,NA,"Detchd",1996,"Unf",2,704,"TA","TA","P",0,48,143,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",159500,11.979799201207,"2",0,0,NA,"0-100SF","0-50SF","100-150SF","$0-$200",0.620558375634518,1.5,3,"TA",2,8,0,0,"2",3,"TA",3,"P",0,"60-90",0,4,1,2,14,14,3,0,2,4,1,3,3,1,1,0,1,0,3,3,2,5,1,5
"718",718,20,"RL",80,10000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1973,2000,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",1084,"Unf",0,92,1176,"GasA","Gd","Y","SBrkr",1178,0,0,1178,0,1,1,1,3,1,"Gd",5,"Typ",1,"Fa","Attchd",1973,"Unf",2,439,"TA","TA","Y",224,0,0,0,0,0,NA,"MnPrv",NA,0,11,2008,"WD","Normal",157000,11.9640010843304,"2",0,0,"MnPrv","200-300SF","0-50SF","0-50SF","$0-$200",0,1.5,3,"Gd",3,5,1,1,"2",3,"TA",3,"Y",1,"0-30",3,4,1,2,7,7,3,0,2,3,2,4,3,1,4,5,1,0,1,5,2,4,1,5
"719",719,60,"RL",96,10542,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Hip","CompShg","Wd Sdng","ImStucc","BrkFace",651,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1173,"Unf",0,138,1311,"GasA","Ex","Y","SBrkr",1325,1093,0,2418,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"RFn",3,983,"TA","TA","Y",250,154,216,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal",341000,12.7396377562657,"3",0,0,NA,"200-300SF","150-200SF","> 200SF","$0-$200",0.824905660377358,2.5,3,"Gd",3,9,1,1,"3",4,"TA",3,"Y",1,"30-60",4,4,1,2,14,8,2,3,3,3,3,4,3,4,6,5,1,0,1,6,2,5,1,5
"720",720,20,"RL",69,9920,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1969,1969,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",523,"Unf",0,448,971,"GasA","TA","Y","SBrkr",971,0,0,971,0,0,1,1,3,1,"TA",5,"Typ",1,"Po","Attchd",1969,"Unf",1,300,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",128500,11.7636841833174,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1.5,3,"TA",2,5,1,1,"1",2,"TA",3,"Y",1,"0-30",3,1,1,2,7,11,3,0,2,3,2,4,3,4,5,3,1,0,2,4,2,3,1,5
"721",721,120,"RL",NA,6563,"Pave",NA,"IR1","Low","AllPub","CulDSac","Mod","StoneBr","Norm","Norm","1Fam","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1148,"Unf",0,594,1742,"GasA","TA","Y","SBrkr",1742,0,0,1742,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1985,"RFn",2,564,"TA","TA","Y",114,28,234,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal",275000,12.5245263766487,"2",0,0,NA,"100-200SF","0-50SF","> 200SF","$0-$200",0,2,2,"Gd",3,5,1,1,"2",3,"TA",3,"Y",1,"90-200",3,3,1,2,7,7,3,0,3,3,3,4,3,4,6,5,1,0,3,7,2,3,1,5
"722",722,120,"RM",NA,4426,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,NA,"Attchd",2004,"RFn",2,420,"TA","TA","Y",160,0,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal",143000,11.870599909242,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,1,1,"Gd",3,3,0,1,"2",3,"TA",3,"Y",1,"90-200",4,5,1,2,13,14,2,1,3,3,3,4,3,3,6,3,1,0,1,4,2,5,1,5
"723",723,20,"RL",70,8120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",191,"Unf",0,673,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1994,"Unf",2,463,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",124500,11.7320609948869,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,1,3,"TA",2,5,0,0,"2",3,"TA",3,"Y",1,"0-30",3,1,1,2,9,9,3,0,2,4,2,3,3,1,5,1,1,0,3,4,2,5,1,5
"724",724,50,"RL",60,8172,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,6,1954,1972,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,941,941,"GasA","Ex","Y","SBrkr",997,473,0,1470,0,0,2,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1958,"Unf",1,548,"TA","TA","Y",0,0,0,0,156,0,NA,NA,NA,0,5,2008,"WD","Normal",135000,11.8130300574206,"1",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0.474423269809428,2,4,"TA",2,7,0,0,"1",2,"TA",3,"Y",1,"30-60",2,2,1,2,9,9,3,0,2,3,3,3,3,1,1,0,1,0,4,4,2,5,1,5
"725",725,20,"RL",86,13286,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",9,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",340,"Ex","TA","PConc","Ex","TA","No","GLQ",1234,"Unf",0,464,1698,"GasA","Ex","Y","SBrkr",1698,0,0,1698,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,768,"TA","TA","Y",327,64,0,0,0,0,NA,NA,NA,0,2,2009,"WD","Normal",320000,12.6760762747759,"3",0,0,NA,"300-400SF","50-100SF","0-50SF","$0-$200",0,2,3,"Ex",4,8,1,1,"3",4,"TA",3,"Y",1,"0-30",4,5,1,2,6,6,4,2,4,3,3,5,3,1,6,5,1,0,2,7,2,5,1,5
"726",726,20,"RL",60,6960,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1970,1970,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",375,"BLQ",239,250,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1989,"Unf",2,660,"TA","TA","Y",96,0,0,0,0,0,NA,NA,"Shed",500,11,2009,"WD","Normal",120500,11.6994050319128,"2",0,0,NA,"0-100SF","0-50SF","0-50SF","$400-$600",0,1,3,"Gd",3,5,0,0,"2",3,"TA",3,"Y",1,"0-30",3,1,1,2,7,11,3,0,2,3,2,3,3,1,5,2,4,1,1,4,2,3,1,5
"727",727,20,"RL",NA,21695,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,9,1988,2007,"Hip","CompShg","Wd Sdng","Plywood","BrkFace",260,"Gd","Gd","CBlock","Gd","TA","No","GLQ",808,"Unf",0,72,880,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd",1988,"Fin",2,540,"TA","TA","Y",292,44,0,182,0,0,NA,NA,NA,0,12,2009,"WD","Normal",222000,12.3104326608544,"2",0,0,NA,"200-300SF","0-50SF","0-50SF","$0-$200",0,2,3,"Gd",3,5,1,1,"2",3,"TA",3,"Y",1,"0-30",3,5,1,2,14,11,2,1,3,4,2,4,3,1,6,4,1,0,1,4,2,5,1,5
"728",728,20,"RL",64,7314,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",82,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",0,508,1232,"GasA","Ex","Y","SBrkr",1232,0,0,1232,1,0,2,0,2,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"RFn",2,632,"TA","TA","Y",132,0,0,0,0,0,NA,NA,NA,0,2,2009,"WD","Normal",194500,12.1781874420406,"2",0,0,NA,"100-200SF","0-50SF","0-50SF","$0-$200",0,2,2,"Gd",3,6,0,1,"2",3,"TA",3,"Y",1,"0-30",4,5,1,2,13,14,4,1,3,3,3,4,3,3,6,3,1,0,3,5,2,5,1,5
"729",729,90,"RL",85,11475,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1958,1958,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1584,1584,"GasA","TA","Y","SBrkr",1776,0,0,1776,1,0,2,0,4,2,"TA",9,"Typ",0,NA,"Detchd",1968,"Unf",3,888,"TA","TA","Y",0,25,0,0,0,0,NA,NA,NA,0,7,2009,"COD","Abnorml",110000,11.6082356447746,"3",0,0,NA,"0-100SF","0-50SF","0-50SF","$0-$200",0,2,4,"TA",2,9,0,0,"3",4,"TA",3,"Y",1,"60-90",2,0,1,2,13,14,2,1,2,3,2,3,3,1,1,0,1,0,7,7,2,3,1,5
"730",730,30,"RM",52,6240,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",152,"Unf",0,628,780,"GasA","TA","Y","FuseA",848,0,360,1208,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1962,"Unf",2,539,"TA","TA","Y",0,23,112,0,0,0,NA,NA,NA,0,1,2009,"WD","Normal",103000,11.5424842672118,"2",0,0,NA,"0-100SF","0-50SF","100-150SF","$0-$200",0,1,2,"TA",2,5,0,0,"2",3,"TA",3,"Y",1,"0-30",1,0,1,2,9,9,3,0,2,3,2,3,3,1,4,1,1,0,3,4,2,3,1,4
